Accession Code (sample#),Lake Name, DEC Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH air eq,ANC (ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646133,Ice House,040876,11-Aug-06,12.80,G,12.00,Yh,3.00,34.90,7.52,257.09,1090.00,1.40,77.10,9.93,5.70,0.01,0.32,8.96,0.01,0.06,0.89,0.13,0.38,7.50,88.19,13.95,,1.72,2.81,1.80,3.85,0.25,10.71,0.28,6.95,0.90,0.55,45.18,3.64,178.41,76.89,17.78,3.48,14.30,MSL,black,26.90,193501,9.60,2.80,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446818,Indian,040852,28-Jun-94,8.5,I,4.0,Ye,4.15,20.00,5.08,-3.90,25.00,0.03,1.77,1.12,3.45,,0.15,4.20,0.14,0.62,9.99,1.41,4.23,84.60,5.90,1.40,0.50,0.31,3.04,0.74,1.58,0.38,16.34,0.18,4.50,0.13,,,1.37,66.99,213.00,150.00,41.00,109.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446908,Indian,040852,2-Aug-94,9.5,I,4.0,Ye,3.40,19.00,4.93,-7.50,25.00,0.03,1.77,,5.03,,0.39,10.92,0.03,0.12,1.91,1.40,4.20,84.00,4.80,1.90,4.50,0.25,2.93,0.60,1.28,0.36,15.48,0.11,2.75,0.22,0.26,21.07,1.20,58.59,259.00,150.00,44.00,106.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446994,Indian,040852,31-Aug-94,8.7,I,5.0,Ye,3.05,20.00,5.13,28.95,25.00,0.03,1.77,0.46,6.35,,0.30,8.40,0.02,0.07,1.13,1.47,4.41,88.20,,4.00,6.30,0.14,1.85,1.22,2.61,0.35,15.05,0.12,3.00,0.23,0.28,22.71,1.54,75.52,290.00,190.00,82.00,108.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546855,Indian,040852,20-Jun-95,9.9,I,3.0,Ye,,18.00,5.36,2.10,10.00,0.01,0.71,0.67,3.02,,0.51,14.22,0.19,0.84,13.39,1.36,4.07,81.30,3.20,2.30,1.50,0.48,,0.49,1.05,0.51,21.93,0.21,5.25,0.05,0.33,27.06,1.32,64.63,171.00,120.00,31.00,89.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546888,Indian,040852,8-Aug-95,9.7,I,4.0,Ye,3.10,14.00,5.48,0.70,40.00,0.05,2.83,0.55,5.16,,0.40,11.26,0.01,0.02,0.35,1.16,3.49,69.89,7.90,3.86,3.80,0.40,2.25,0.45,0.96,0.52,22.36,0.20,5.00,0.25,0.34,27.88,1.05,51.56,128.00,57.00,36.00,21.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546982,Indian,040852,14-Sep-95,9.2,I,6.0,Ye,2.80,15.00,5.61,,27.00,0.03,1.91,0.90,3.89,,0.56,15.60,0.02,0.08,1.20,0.87,2.60,51.93,3.66,1.90,2.43,0.37,3.57,0.05,0.11,0.55,23.65,0.24,6.00,0.43,0.33,27.06,1.23,60.51,127.00,44.00,27.00,17.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646762,Indian,040852,26-Jun-96,8.9,I,3.0,Ye,4.00,16.40,4.92,-16.70,5.00,0.01,0.35,0.50,6.82,,0.32,8.96,0.03,0.13,2.13,1.08,3.24,64.80,4.67,1.96,2.32,0.35,2.01,0.60,1.28,0.41,17.63,0.12,3.00,0.18,0.24,19.68,1.01,49.72,316.00,180.00,77.00,103.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646835,Indian,040852,23-Jul-96,10.0,I,2.0,Ye,2.00,14.70,5.05,-8.13,5.00,0.01,0.35,0.65,5.69,,0.15,4.20,0.01,0.05,0.78,1.15,3.45,69.00,4.07,1.05,2.84,0.30,0.82,0.30,0.64,0.40,17.20,0.11,2.75,0.28,0.25,20.50,1.03,50.40,306.00,170.00,86.00,84.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646906,Indian,040852,20-Aug-96,10.0,I,2.0,Ye,2.50,14.20,5.17,4.99,5.00,0.01,0.35,0.58,8.82,,0.34,9.63,0.02,0.07,1.13,1.22,3.65,73.02,8.11,1.87,1.22,0.43,1.56,0.46,0.98,0.40,17.20,0.09,2.25,0.38,0.25,20.50,1.16,57.08,375.00,170.00,130.00,40.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746869,Indian,040852,14-Jul-97,,I,1.0,Ye,2.50,14.60,5.56,0.75,5.00,0.01,0.35,0.25,6.00,0.06,0.12,3.36,0.02,0.09,1.42,1.06,3.18,63.60,7.90,2.30,1.10,0.28,1.72,0.20,0.43,0.42,18.06,0.18,4.50,0.20,0.19,15.58,1.45,70.92,178.00,68.00,34.00,34.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746942,Indian,040852,18-Aug-97,9.8,I,3.0,Ye,2.80,15.70,5.17,-8.00,5.00,0.01,0.35,0.25,5.10,0.11,0.14,3.92,0.01,0.02,0.35,1.16,3.49,69.78,9.40,1.60,2.60,0.36,1.20,0.21,0.45,0.43,18.49,0.18,4.50,0.24,0.34,27.47,1.12,54.76,186.00,95.00,31.00,64.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846668,Indian,040852,14-Jul-98,8.8,I,2.0,Ye,2.20,16.44,5.02,-4.47,8.48,0.01,0.60,0.68,8.03,0.03,0.47,13.26,0.03,0.13,2.13,0.98,2.94,58.80,8.78,1.53,2.26,0.33,1.70,0.05,0.11,0.37,15.95,0.06,1.43,0.51,0.14,11.23,1.30,63.85,,182.65,103.79,78.86,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846740,Indian,040852,10-Aug-98,9.8,I,2.0,Ye,2.00,21.20,5.23,-7.02,7.01,0.01,0.50,0.55,6.94,0.08,,,0.09,0.40,6.38,1.18,3.54,70.80,8.90,2.42,3.56,0.46,2.74,0.87,1.86,0.46,19.57,0.12,2.93,0.48,0.28,22.63,1.68,82.28,,106.02,46.08,59.95,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946168,Indian,040852,29-Jun-99,9.8,I,3.0,Ye,3.00,19.00,5.16,0.33,6.11,0.01,0.43,0.25,3.93,0.01,0.24,6.72,0.01,0.04,0.71,1.24,3.72,74.40,11.24,1.63,1.99,0.27,1.80,0.66,1.41,0.47,20.34,0.10,2.40,0.24,0.28,22.88,1.11,54.44,,,,,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946242,Indian,040852,16-Aug-99,10.0,I,2.0,Ye,2.70,13.10,5.41,-3.11,2.50,0.00,0.18,0.75,4.48,0.03,0.41,11.48,0.02,0.09,1.42,1.15,3.45,69.00,5.64,1.69,6.00,0.34,1.64,0.62,1.33,0.50,21.67,0.13,3.35,0.60,0.29,23.78,1.18,57.97,197.81,62.44,20.48,41.96,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046539,Indian,040852,11-Jul-00,10.1,I,4.0,Ye,2.60,18.30,4.82,-18.07,8.06,0.01,0.57,0.50,5.12,0.03,0.37,10.33,0.01,0.02,0.35,1.28,3.83,76.68,6.92,2.20,2.26,0.50,,0.88,1.87,0.42,17.85,0.14,3.40,0.44,0.24,19.68,1.20,58.60,344.31,157.76,84.98,72.77,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046611,Indian,040852,14-Aug-00,10.0,I,3.0,Ye,1.70,14.80,4.92,-7.32,2.50,0.00,0.18,1.21,5.99,0.03,0.21,5.77,0.01,0.02,0.35,0.98,2.95,58.92,6.05,0.50,1.82,0.33,2.52,0.92,1.97,0.36,15.52,0.08,2.00,0.72,0.21,17.14,1.06,51.74,289.53,158.93,84.44,74.50,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146044,Indian,040852,9-Jul-01,9.9,I,2.0,Ye,2.30,16.50,4.88,-3.19,11.69,0.02,0.83,0.60,6.33,0.03,0.16,4.45,0.02,0.10,1.56,1.10,3.30,66.00,8.34,1.38,2.74,0.38,1.60,0.76,1.63,0.38,16.17,0.11,2.68,0.33,0.22,17.71,0.95,46.65,337.02,159.89,12.49,147.40,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146125,Indian,040852,5-Sep-01,9.8,I,4.0,Ye,3.30,12.60,5.21,5.22,10.26,0.01,0.73,0.94,3.97,0.01,0.31,8.65,0.02,0.09,1.42,1.03,3.10,61.98,3.66,2.47,3.16,0.36,1.77,0.44,0.94,0.37,15.70,0.12,2.93,0.43,0.24,19.35,1.13,55.13,210.50,83.20,7.80,75.40,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246042,Indian,040852,22-Aug-02,9.3,I,4.0,Ye,2.90,11.00,5.15,-11.75,5.00,0.01,0.35,0.50,3.77,0.03,0.20,5.52,0.01,0.02,0.35,1.14,3.42,68.40,8.62,2.33,1.93,0.36,1.26,0.61,1.31,0.45,19.52,0.11,2.78,0.51,0.25,20.09,1.13,55.52,207.83,68.99,20.11,48.88,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246121,Indian,040852,19-Sep-02,9.8,I,4.0,Ye,3.00,12.80,5.31,5.13,8.08,0.01,0.57,0.50,3.97,0.03,0.22,6.05,0.01,0.02,0.35,1.19,3.57,71.34,4.24,2.20,1.91,0.33,1.72,0.39,0.83,0.50,21.29,0.14,3.45,0.44,0.26,21.24,1.04,50.96,168.29,46.30,7.92,38.38,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346042,Indian,040852,9-Jul-03,10.0,I,4.0,Ye,3.30,14.50,5.14,0.89,14.34,0.02,1.01,0.66,1.64,0.03,0.23,6.52,0.02,0.09,1.42,1.19,3.56,71.16,3.20,0.50,1.20,0.13,1.69,0.23,0.49,0.47,20.04,0.13,3.20,0.32,0.24,20.01,1.16,56.99,244.71,107.45,30.65,76.80,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346128,Indian,040852,6-Aug-03,9.8,I,3.0,Ye,3.00,14.60,5.18,-0.86,2.50,0.00,0.18,,4.06,0.04,0.22,6.16,0.01,0.06,0.89,1.18,3.54,70.74,6.92,0.50,0.50,0.24,1.81,0.47,1.01,0.44,18.75,0.13,3.20,0.44,0.24,19.93,1.16,56.89,245.82,102.31,29.50,72.81,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446041,Indian,040852,13-Jul-04,9.2,I,2.0,Ye,2.70,12.80,5.16,-1.16,10.32,0.01,0.73,0.53,2.74,0.03,0.20,5.54,0.01,0.06,0.89,1.31,3.92,78.48,3.06,1.58,1.33,0.35,2.02,0.19,0.41,0.55,23.48,0.18,4.43,0.29,0.27,22.30,0.96,46.99,282.27,91.07,32.78,58.28,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446128,Indian,040852,3-Aug-04,9.0,I,3.0,Ye,2.30,13.50,4.91,-3.33,10.97,0.01,0.78,0.90,4.61,0.01,0.25,7.08,0.01,0.06,0.89,0.96,2.87,57.42,7.56,1.08,2.59,0.39,2.37,1.18,2.53,0.40,17.16,0.13,3.13,0.56,0.26,21.07,0.97,47.53,306.34,130.73,59.61,71.13,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546042,Indian,040852,11-Jul-05,10.0,I,1.0,Ye,2.50,15.10,4.98,-3.28,10.10,0.01,0.71,0.98,4.92,0.02,0.34,9.38,0.01,0.06,0.89,0.92,2.76,55.26,9.89,0.50,1.63,0.30,1.86,0.95,2.04,0.48,20.60,0.15,3.73,0.66,0.22,18.37,0.97,47.63,315.41,132.49,70.26,62.22,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546127,Indian,040852,8-Aug-05,9.9,I,2.0,Ye,1.80,14.00,5.21,1.91,5.00,0.01,0.35,0.76,3.83,0.03,0.36,10.11,0.01,0.06,0.89,0.82,2.47,49.32,6.34,,8.70,0.45,2.68,1.21,2.59,0.57,24.51,0.29,7.25,1.09,0.23,18.61,1.00,49.00,305.53,117.62,64.68,52.94,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646041,Indian,040852,11-Jul-06,9.8,I,2.0,Ye,2.60,15.20,4.82,-9.31,5.00,0.01,0.35,0.81,6.31,0.01,0.24,6.58,0.01,0.06,0.89,0.91,2.72,54.42,6.34,2.72,1.96,0.34,1.87,0.85,1.83,0.37,16.04,0.15,3.83,0.41,0.19,15.74,0.78,38.37,427.79,151.65,77.12,74.53,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646128,Indian,040852,8-Aug-06,9.8,I,2.0,Ye,1.80,14.30,5.01,-0.25,5.00,0.01,0.35,0.85,4.83,0.03,0.28,7.84,0.01,0.06,0.89,0.74,2.21,44.28,14.85,,1.65,0.54,3.24,1.03,2.20,0.39,16.73,0.13,3.25,0.76,0.20,16.24,0.95,46.31,405.78,126.12,66.03,60.09,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746015,Indian,040852,17-Jul-07,10.0,I,3.0,Ye,2.50,10.8,5.45,3.37,5.00,0.01,0.35,0.59,3.36,0.03,0.25,6.86,0.03,0.11,1.77,0.91,2.74,54.80,4.79,2.89,0.67,0.38,2.93,0.10,0.21,0.38,16.47,0.19,4.65,0.39,0.22,18.29,0.90,44.05,197.65,70.67,35.19,35.48,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746056,Indian,040852,1-Aug-07,10.4,I,2.0,Ye,2.40,9.8,5.59,7.15,5.00,0.01,0.35,0.76,2.17,0.03,0.30,8.37,0.03,0.11,1.77,0.74,2.21,44.20,8.81,2.53,0.50,0.33,2.09,0.25,0.54,0.39,16.56,0.20,5.05,0.50,0.19,15.33,0.81,39.64,180.02,57.99,31.14,26.85,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846016,Indian,040852,2-Jul-08,10.5,I,2.0,Ye,2.10,14.4,5.96,19.32,161.00,0.21,11.39,1.21,2.57,0.03,0.54,15.04,0.07,0.32,5.11,0.92,2.76,55.20,10.19,4.53,1.61,0.49,0.72,2.58,5.52,0.36,15.52,0.22,5.60,,0.23,18.70,1.52,74.48,356.84,56.50,36.51,20.00,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846057,Indian,040852,7-Aug-08,10.7,I,2.0,Ye,1.70,8.0,5.02,-4.46,13.20,0.02,0.94,,4.72,0.03,0.21,5.99,0.03,0.11,1.77,0.75,2.24,44.80,4.96,1.65,4.76,0.26,1.81,1.14,2.44,0.28,12.21,0.09,2.20,0.13,0.17,14.27,1.11,54.19,295.56,95.60,65.30,30.30,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046016,Indian,040852,15-Jul-10,10.0,I,1.0,Ye,2.00,11.4,5.33,-1.14,36.10,0.05,2.55,0.76,5.98,0.03,0.40,11.06,0.03,0.11,1.77,0.64,1.92,38.40,5.77,6.95,2.33,0.37,2.81,0.56,1.19,0.45,19.14,0.11,2.65,0.13,0.16,13.37,0.51,25.09,255.62,94.98,56.34,38.64,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046058,Indian,040852,10-Aug-10,10.5,I,3.0,Ye,1.60,11.9,5.53,-1.48,9.81,0.01,0.69,0.88,6.07,0.05,0.49,13.61,0.03,0.11,1.77,1.12,3.36,67.20,6.72,2.03,2.12,0.35,0.06,0.79,1.69,0.42,18.02,0.05,1.25,0.13,0.16,12.71,0.42,20.38,245.18,85.05,54.70,30.36,TDL,black,1060.7,981066,31.90,33.20,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146013,Indian,040852,19-Jul-11,10.5,I,2.0,Ye,2.2,10.0,5.37,7.50,5.00,0.01,0.35,0.50,3.54,0.03,0.39,10.95,0.11,0.50,8.01,0.68,2.03,40.56,5.64,1.82,1.98,0.25,2.39,0.21,0.44,0.34,14.75,0.18,4.43,0.46,0.18,14.76,0.74,36.46,211.52,80.44,41.55,38.88,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11146054,Indian,040852,17-Aug-11,10.4,I,4.0,Ye,4.0,10.20,5.49,12.65,17.10,0.02,1.21,0.63,3.32,0.03,0.19,5.18,0.03,0.11,1.77,0.62,1.86,37.14,2.97,1.95,0.50,0.32,1.84,0.17,0.37,0.36,15.65,0.19,4.80,0.48,0.18,15.09,0.78,38.22,120.52,53.67,19.73,33.95,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246014,Indian,040852,19-Jul-12,10.2,I,2.0,Ye,3.30,10.6,5.53,8.11,34.40,0.044,2.433,0.345,5.023,0.0335,0.274,7.672,0.005,0.020,0.319,0.651,1.953,39.060,7.792,2.230,0.857,0.320,4.05,0.12,0.26,0.403,17.329,0.095,2.375,0.542,0.206,16.892,1.110,54.390,251.2,60.2,34.188,26.01,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246054,Indian,040852,14-Aug-12,10.5,I,3.0,Ye,3.30,10.40,5.67,14.13,33.20,0.043,2.348,0.858,5.004,0.00650,0.219,6.132,0.005,0.020,0.319,0.579,1.737,34.740,7.557,1.910,0.381,0.404,1.09,0.223,0.48,0.382,16.426,0.120,3.000,0.594,0.214,17.548,1.279,62.671,231.63,58.82,32.191,26.63,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446819,Indian,040852,28-Jun-94,8.50,G,8.00,Yh,4.15,23.00,4.79,-5.00,60.00,0.08,4.24,1.63,4.02,,0.33,9.24,,,,1.31,3.93,78.60,9.00,1.70,6.40,0.72,2.61,1.50,3.21,0.34,14.62,0.20,5.00,0.13,0.29,23.78,1.25,61.08,325.00,240.00,49.00,191.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446910,Indian,040852,2-Aug-94,9.50,G,8.00,Yh,3.40,22.00,4.84,-1.70,90.00,0.12,6.37,,4.36,,0.37,10.36,0.28,1.25,20.05,1.32,3.96,79.20,5.50,0.50,5.50,0.50,1.09,1.31,2.80,0.34,14.62,0.21,5.25,0.21,0.27,21.89,1.23,60.10,340.00,190.00,49.00,141.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446995,Indian,040852,31-Aug-94,8.70,G,8.00,Yh,3.10,15.00,5.46,7.40,180.00,0.23,12.73,0.42,4.34,,0.38,10.64,0.19,0.84,13.46,1.45,4.35,87.00,4.60,3.80,1.60,,4.12,1.42,3.04,0.33,14.19,0.24,6.00,0.60,0.29,23.37,1.14,55.97,336.00,170.00,84.00,86.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546856,Indian,040852,20-Jun-95,9.90,G,9.00,Yh,,20.00,5.13,4.70,,0.00,,2.22,0.85,,,,,,,,,,8.30,1.30,0.50,0.95,0.25,0.00,,0.39,16.77,0.21,5.25,0.16,0.33,27.06,1.30,63.55,292.00,170.00,48.00,122.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546889,Indian,040852,8-Aug-95,9.70,G,8.00,Yh,3.10,19.00,5.45,4.90,110.00,0.14,7.78,2.98,3.87,,0.39,10.98,0.24,1.07,17.08,1.06,3.17,63.36,4.90,2.00,1.20,0.60,3.12,1.39,2.96,0.48,20.64,0.24,6.00,0.31,0.33,27.06,1.34,65.74,237.00,130.00,53.00,77.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546983,Indian,040852,14-Sep-95,9.20,G,9.00,Yh,2.80,16.00,6.09,6.80,250.00,0.32,17.68,4.45,3.00,,0.43,12.12,0.08,0.34,5.46,1.72,5.16,103.26,12.00,2.21,3.95,0.98,0.79,1.22,2.61,0.49,21.07,0.29,7.25,1.21,0.34,27.88,1.35,66.15,265.00,82.00,51.00,31.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646763,Indian,040852,26-Jun-96,8.90,G,8.00,Yh,4.00,20.10,4.85,-9.30,17.00,0.02,1.20,1.26,6.04,,0.27,7.56,0.25,1.11,17.72,1.09,3.27,65.40,3.17,0.50,0.50,0.54,1.34,0.90,1.93,0.38,16.34,0.18,4.50,0.16,0.27,22.14,1.15,56.53,355.00,210.00,79.00,131.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646836,Indian,040852,23-Jul-96,10.00,G,9.00,Yh,2.00,17.40,5.15,-10.49,114.00,0.15,8.06,1.98,4.61,,0.15,4.20,0.24,1.08,17.22,1.31,3.93,78.60,5.13,0.50,1.70,0.60,0.28,1.00,2.14,0.38,16.34,0.18,4.50,0.37,0.29,23.78,1.13,55.53,361.00,250.00,99.00,151.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646907,Indian,040852,20-Aug-96,10.00,G,9.00,Yh,2.50,18.50,5.32,-17.06,159.00,0.20,11.25,2.83,4.84,,0.89,24.84,0.20,0.89,14.24,1.43,4.28,85.62,8.70,1.70,1.04,0.81,0.63,1.57,3.36,0.38,16.34,0.19,4.75,0.69,0.28,22.96,1.24,60.77,,,,,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746871,Indian,040852,14-Jul-97,,G,9.00,Yh,2.50,18.70,5.06,-2.62,60.00,0.08,4.24,1.90,5.70,0.06,0.13,3.64,0.21,0.93,14.88,1.14,3.42,68.40,4.10,1.65,1.30,0.47,0.41,1.22,2.61,0.38,16.34,0.21,5.25,0.29,0.19,15.58,1.08,52.83,228.00,170.00,47.00,123.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746943,Indian,040852,18-Aug-97,9.80,G,8.50,Yh,2.80,17.40,5.37,3.00,150.00,0.19,10.61,0.25,5.80,0.11,0.11,3.08,0.17,0.75,12.05,1.20,3.60,72.00,7.10,1.20,2.10,0.58,0.10,1.29,2.76,0.38,16.34,0.25,6.25,0.51,0.28,23.29,1.25,61.49,346.00,240.00,90.00,150.00,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846669,Indian,040852,14-Jul-98,8.75,G,7.00,Yh,2.20,16.12,5.87,10.20,73.74,0.09,5.22,4.22,5.71,0.03,0.47,13.26,0.12,0.53,8.50,1.10,3.29,65.71,9.79,1.84,2.43,0.65,0.45,2.02,4.32,0.44,18.96,0.25,6.23,3.61,0.36,29.19,1.46,71.35,,129.70,79.66,50.04,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846741,Indian,040852,10-Aug-98,9.75,G,9.00,Yh,2.00,18.80,6.19,20.06,256.05,0.33,18.11,5.40,6.16,0.12,0.62,17.39,0.07,0.31,4.96,1.39,4.17,83.40,15.33,5.04,5.23,0.88,0.93,2.33,4.99,0.47,20.12,0.23,5.83,2.97,0.36,29.27,1.93,94.48,,73.07,42.89,30.18,TDL,black,1060.7,981066,31.9,33.2,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
